di 	gli 	gal 	gos3 	 gos4 
0.286425 	0.019579 	0.014064 	0.013646 	 0.001142 
0.285492 	0.011838 	0.006961 	0.012295 	 0.000623 
0.232181 	0.044473 	0.033424 	0.024020 	 0.001505 
0.236748 	0.033618 	0.025275 	0.020630 	 0.000382 
0.263673 	0.035069 	0.025980 	0.024293 	 0.001045 
0.217958 	0.053572 	0.039768 	0.031169 	 0.001720 
0.253163 	0.044640 	0.031753 	0.029561 	 0.001199 
0.237614 	0.047844 	0.034560 	0.031223 	 0.001543 
0.244143 	0.051238 	0.035693 	0.038379 	 0.002492 
0.229243 	0.054762 	0.040326 	0.032430 	 0.001626 
0.250839 	0.050105 	0.036079 	0.031015 	 0.002187 
0.184992 	0.055273 	0.040397 	0.030754 	 0.001618 
0.215489 	0.059983 	0.043849 	0.036221 	 0.002186 
0.185983 	0.081149 	0.059797 	0.040741 	 0.003912 
0.195787 	0.065390 	0.047567 	0.035855 	 0.002649 
0.196328 	0.062437 	0.044991 	0.038176 	 0.001873 
0.196089 	0.062125 	0.045409 	0.033468 	 0.001823 
0.202811 	0.068667 	0.049653 	0.040833 	 0.002695 
0.196815 	0.071039 	0.051025 	0.040811 	 0.002699 
0.201738 	0.068356 	0.048949 	0.039975 	 0.002791 
0.176179 	0.096016 	0.066754 	0.056822 	 0.004537 
0.211006 	0.050965 	0.039809 	0.024277 	 0.001742 
0.186678 	0.072972 	0.053368 	0.041772 	 0.003134 
0.192734 	0.077893 	0.056942 	0.042518 	 0.003363 
0.224106 	0.059333 	0.041854 	0.041625 	 0.003280 
0.223705 	0.056483 	0.040625 	0.035740 	 0.002712 
0.228165 	0.060335 	0.043442 	0.042094 	 0.003220 
0.174646 	0.072143 	0.052281 	0.040897 	 0.003423 
0.209865 	0.071873 	0.051206 	0.041072 	 0.003171 
0.192579 	0.058518 	0.043386 	0.032716 	 0.002532 
0.168772 	0.081330 	0.058829 	0.041264 	 0.003090 
0.190440 	0.070533 	0.050602 	0.041053 	 0.003472 
0.183251 	0.071777 	0.053173 	0.038172 	 0.002725 
0.207240 	0.063669 	0.046667 	0.034164 	 0.002553 
0.185581 	0.067450 	0.048880 	0.034524 	 0.002988 
0.215259 	0.058768 	0.043945 	0.033610 	 0.002408 
0.206419 	0.050065 	0.037814 	0.027829 	 0.002191 
0.203067 	0.068854 	0.048250 	0.043783 	 0.002727 
0.188995 	0.067799 	0.048898 	0.039425 	 0.002987 
0.173931 	0.088800 	0.062528 	0.047424 	 0.003502 
0.203930 	0.074247 	0.053288 	0.042776 	 0.003077 
0.189825 	0.079524 	0.057394 	0.039764 	 0.002897 
0.160241 	0.084379 	0.059672 	0.047654 	 0.003024 
0.202515 	0.074786 	0.054068 	0.038819 	 0.003391 
0.192978 	0.069369 	0.050247 	0.037721 	 0.002549 
