0.392397 	0.036124 	0.022759 	0.021648 	 0.002517 
0.406873 	0.022088 	0.012024 	0.017404 	 0.001952 
0.332066 	0.059562 	0.041417 	0.038512 	 0.002018 
0.319607 	0.068489 	0.046292 	0.043007 	 0.002600 
0.315125 	0.068028 	0.045365 	0.042672 	 0.002726 
0.290029 	0.076088 	0.052750 	0.045452 	 0.003349 
0.326831 	0.076222 	0.052927 	0.044593 	 0.003367 
0.318679 	0.080244 	0.051933 	0.057799 	 0.003806 
0.298971 	0.072822 	0.051462 	0.038866 	 0.002635 
0.328173 	0.066697 	0.045941 	0.042746 	 0.003618 
0.316617 	0.077013 	0.051599 	0.052687 	 0.003728 
0.336853 	0.080555 	0.055209 	0.049091 	 0.002801 
0.291528 	0.065645 	0.045552 	0.040122 	 0.002090 
0.296363 	0.094019 	0.065061 	0.051030 	 0.003266 
0.269395 	0.086118 	0.061303 	0.045122 	 0.003252 
0.295783 	0.078843 	0.055523 	0.044897 	 0.003192 
0.296788 	0.083680 	0.058185 	0.048975 	 0.003842 
0.300630 	0.108417 	0.075429 	0.059483 	 0.004897 
0.296329 	0.091718 	0.064126 	0.049235 	 0.003920 
0.294232 	0.101296 	0.070737 	0.057260 	 0.004307 
0.262463 	0.101773 	0.069674 	0.061292 	 0.004638 
0.302302 	0.092064 	0.064586 	0.054066 	 0.004632 
0.286372 	0.075092 	0.054371 	0.039790 	 0.001880 
0.303827 	0.095989 	0.066576 	0.057834 	 0.005011 
0.325103 	0.068773 	0.048209 	0.044142 	 0.003748 
0.307317 	0.076946 	0.054554 	0.044917 	 0.003669 
0.278064 	0.094613 	0.065956 	0.055630 	 0.004740 
0.271986 	0.086583 	0.060362 	0.049440 	 0.004308 
0.278596 	0.082474 	0.057708 	0.048295 	 0.004282 
0.266995 	0.114825 	0.078575 	0.065340 	 0.005410 
0.262781 	0.105955 	0.074843 	0.054269 	 0.005469 
0.260141 	0.082281 	0.057402 	0.050265 	 0.004582 
0.250961 	0.093525 	0.066084 	0.050264 	 0.004448 
0.306540 	0.079859 	0.053600 	0.057877 	 0.004629 
0.275310 	0.092084 	0.064798 	0.051538 	 0.003757 
0.294636 	0.100232 	0.067887 	0.065586 	 0.005519 
0.260069 	0.112280 	0.078433 	0.061617 	 0.006044 
0.282646 	0.093329 	0.063392 	0.058488 	 0.005793 
0.273940 	0.099308 	0.069500 	0.056059 	 0.005515 
0.248270 	0.118052 	0.083907 	0.060631 	 0.005438 
0.266512 	0.090465 	0.063861 	0.049914 	 0.004853 
0.275038 	0.106674 	0.073858 	0.061706 	 0.005385 
0.266304 	0.103227 	0.071056 	0.065643 	 0.006342 
0.281847 	0.112179 	0.075883 	0.072641 	 0.007010 
0.229916 	0.095401 	0.067080 	0.052173 	 0.005337 
0.281898 	0.097156 	0.068349 	0.057344 	 0.005695 
0.279298 	0.104966 	0.071558 	0.069599 	 0.006863 
0.268523 	0.111015 	0.076607 	0.066570 	 0.006240 
0.277574 	0.102587 	0.071375 	0.060253 	 0.005821 
0.288871 	0.112316 	0.077691 	0.066176 	 0.006287 
0.238961 	0.118902 	0.082043 	0.067337 	 0.006554 
0.261415 	0.096943 	0.068000 	0.057103 	 0.005690 
0.286987 	0.085283 	0.060334 	0.049965 	 0.005026 
0.292434 	0.114636 	0.079888 	0.063992 	 0.006864 
0.246271 	0.106552 	0.074611 	0.061984 	 0.006471 
0.253145 	0.121357 	0.085196 	0.063126 	 0.005989 
0.271491 	0.112624 	0.077963 	0.067691 	 0.006739 
0.251363 	0.102768 	0.071557 	0.061264 	 0.006211 
0.233425 	0.107697 	0.076483 	0.059743 	 0.005581 
0.254526 	0.114551 	0.078066 	0.069675 	 0.006863 
0.270761 	0.124363 	0.085527 	0.074252 	 0.007118 
0.245363 	0.129538 	0.089406 	0.071924 	 0.007317 
0.254343 	0.116339 	0.080819 	0.067485 	 0.007192 
0.242597 	0.115938 	0.081027 	0.067385 	 0.006761 
0.251513 	0.128377 	0.086646 	0.079625 	 0.007619 
0.215289 	0.125543 	0.086922 	0.073689 	 0.006950 
0.268821 	0.121063 	0.082292 	0.072028 	 0.007366 
0.270505 	0.103379 	0.071925 	0.060952 	 0.006733 
0.243026 	0.113102 	0.079981 	0.059552 	 0.006547 
0.236141 	0.112844 	0.077476 	0.070263 	 0.007289 
0.199590 	0.133655 	0.092325 	0.077574 	 0.008305 
0.179545 	0.137007 	0.095430 	0.072756 	 0.006939 
0.257497 	0.119901 	0.084078 	0.065943 	 0.007393 
0.242763 	0.101778 	0.070835 	0.061178 	 0.006213 
0.246196 	0.125083 	0.086634 	0.073785 	 0.007598 
0.231049 	0.119302 	0.083645 	0.064826 	 0.007227 
0.267588 	0.104570 	0.072421 	0.064949 	 0.007285 
0.267599 	0.111458 	0.075794 	0.070669 	 0.007383 
0.246818 	0.104803 	0.073982 	0.058116 	 0.006597 
0.210395 	0.136405 	0.093370 	0.077386 	 0.008645 
0.214820 	0.113512 	0.079080 	0.065053 	 0.006700 
0.231908 	0.119308 	0.080940 	0.075570 	 0.007724 
0.243169 	0.124858 	0.086665 	0.069944 	 0.007355 
0.232979 	0.120168 	0.082264 	0.074216 	 0.007883 
0.230092 	0.131796 	0.091086 	0.075782 	 0.007483 
0.238527 	0.123117 	0.085725 	0.072110 	 0.007370 
0.227144 	0.117409 	0.082496 	0.067051 	 0.007247 
0.227561 	0.115852 	0.081058 	0.061772 	 0.006766 
0.225536 	0.116161 	0.079298 	0.072699 	 0.007486 
0.234957 	0.116908 	0.081396 	0.065992 	 0.007332 
0.235485 	0.128311 	0.089071 	0.072556 	 0.007861 
0.233697 	0.118342 	0.080087 	0.072254 	 0.007351 
0.234281 	0.125502 	0.086128 	0.075514 	 0.008230 
0.240134 	0.117924 	0.081418 	0.073148 	 0.007116 
0.216302 	0.118020 	0.084360 	0.063410 	 0.007656 
0.225708 	0.115025 	0.082891 	0.059538 	 0.007424 
0.205711 	0.125750 	0.088369 	0.069405 	 0.007811 
0.195700 	0.137360 	0.095249 	0.076112 	 0.007904 
0.225047 	0.123766 	0.086824 	0.066583 	 0.007898 
0.256850 	0.103896 	0.073566 	0.058144 	 0.007504 
0.207209 	0.144831 	0.101164 	0.076621 	 0.008204 
0.216367 	0.136908 	0.095096 	0.076787 	 0.008725 
0.241465 	0.118727 	0.082529 	0.071581 	 0.007667 
0.251481 	0.129948 	0.089271 	0.076949 	 0.007974 
0.224600 	0.136565 	0.094598 	0.078008 	 0.007999 
0.220147 	0.118548 	0.082598 	0.067690 	 0.007242 
0.211429 	0.130626 	0.090930 	0.073426 	 0.007726 
0.242335 	0.120002 	0.083958 	0.068971 	 0.008197 
0.229896 	0.122558 	0.084195 	0.073408 	 0.008166 
0.231173 	0.124900 	0.086887 	0.071057 	 0.007602 
0.219341 	0.134069 	0.092622 	0.076189 	 0.008703 
0.241023 	0.124075 	0.084882 	0.073792 	 0.008489 
0.229487 	0.125980 	0.087091 	0.073098 	 0.008088 
0.244948 	0.135082 	0.093265 	0.078140 	 0.009418 
0.198277 	0.139365 	0.096537 	0.078021 	 0.008897 
0.225211 	0.120526 	0.084211 	0.069328 	 0.007803 
0.199624 	0.124358 	0.088330 	0.065433 	 0.007675 
0.197752 	0.130096 	0.091006 	0.073093 	 0.008533 
0.212620 	0.130093 	0.090650 	0.073261 	 0.008560 
0.238369 	0.135540 	0.092761 	0.082842 	 0.008951 
0.182308 	0.141959 	0.097599 	0.082213 	 0.008690 
0.202125 	0.123120 	0.086500 	0.069372 	 0.008135 
0.222440 	0.142058 	0.098500 	0.077917 	 0.008668 
0.226300 	0.122347 	0.085899 	0.068419 	 0.008538 
0.234163 	0.136499 	0.093398 	0.083223 	 0.008874 
0.198980 	0.150867 	0.101862 	0.090932 	 0.009537 
0.209594 	0.133599 	0.092121 	0.079413 	 0.008723 
0.199367 	0.139760 	0.095048 	0.084445 	 0.009279 
0.228752 	0.147833 	0.101780 	0.085228 	 0.009440 
0.244332 	0.126023 	0.087515 	0.071537 	 0.008679 
0.214810 	0.126794 	0.087554 	0.075787 	 0.008623 
0.212651 	0.113104 	0.078836 	0.067034 	 0.007961 
0.247894 	0.136124 	0.094871 	0.075639 	 0.009047 
0.222260 	0.141573 	0.098420 	0.079345 	 0.009075 
0.181320 	0.139093 	0.097284 	0.075594 	 0.008508 
0.184098 	0.134980 	0.094115 	0.075614 	 0.008966 
0.207718 	0.123803 	0.085751 	0.074108 	 0.007991 
0.181592 	0.129998 	0.092026 	0.070755 	 0.007980 
0.228229 	0.137061 	0.095202 	0.075043 	 0.008333 
0.218150 	0.154931 	0.107799 	0.083511 	 0.009328 
0.226470 	0.122323 	0.084613 	0.074192 	 0.008726 
0.243847 	0.124591 	0.085972 	0.075843 	 0.008988 
0.219375 	0.117399 	0.081411 	0.071633 	 0.008415 
0.181197 	0.135882 	0.093804 	0.079310 	 0.008990 
0.210949 	0.146153 	0.101430 	0.079241 	 0.009592 
0.194857 	0.144061 	0.099780 	0.078761 	 0.008190 
0.214261 	0.131876 	0.091882 	0.075425 	 0.008788 
0.204230 	0.127753 	0.089275 	0.069490 	 0.008571 
0.225047 	0.146254 	0.099342 	0.089921 	 0.010260 
0.184894 	0.149247 	0.103048 	0.083055 	 0.009866 
0.198753 	0.134000 	0.094851 	0.070347 	 0.009286 
0.223869 	0.134939 	0.094228 	0.073781 	 0.009320 
0.185398 	0.147245 	0.102542 	0.079310 	 0.008679 
0.183079 	0.150319 	0.104260 	0.082866 	 0.010040 
0.234489 	0.121822 	0.085434 	0.070250 	 0.009283 
0.196526 	0.157666 	0.108962 	0.089232 	 0.010297 
0.184903 	0.123878 	0.087608 	0.070068 	 0.008352 
0.217792 	0.129779 	0.092546 	0.067808 	 0.008883 
0.252197 	0.136626 	0.094199 	0.082014 	 0.009980 
0.221472 	0.131327 	0.091617 	0.075261 	 0.008928 
0.253425 	0.140022 	0.095263 	0.089811 	 0.010351 
0.216914 	0.133747 	0.094405 	0.075142 	 0.009438 
0.219667 	0.129796 	0.090748 	0.076372 	 0.009883 
0.211890 	0.141732 	0.099047 	0.080363 	 0.010094 
0.194822 	0.119530 	0.082162 	0.074487 	 0.008712 
0.244313 	0.125522 	0.087467 	0.071782 	 0.008574 
0.219145 	0.122728 	0.087360 	0.066546 	 0.008294 
0.207000 	0.132128 	0.092677 	0.075851 	 0.009111 
0.238336 	0.115469 	0.081271 	0.067531 	 0.008989 
0.238522 	0.124864 	0.085157 	0.080313 	 0.009449 
0.208147 	0.116282 	0.081515 	0.068361 	 0.008167 
0.194946 	0.149315 	0.104838 	0.079976 	 0.009840 
0.172292 	0.142984 	0.100609 	0.075926 	 0.009709 
0.222320 	0.139275 	0.097378 	0.076944 	 0.009338 
0.227402 	0.140011 	0.095750 	0.080863 	 0.008865 
0.234980 	0.138460 	0.096022 	0.080099 	 0.009707 
0.168374 	0.162007 	0.112033 	0.087320 	 0.010317 
0.220630 	0.139360 	0.096585 	0.079876 	 0.008999 
0.194510 	0.133706 	0.092795 	0.076369 	 0.009175 
0.219504 	0.126968 	0.088412 	0.072695 	 0.008477 
0.160158 	0.143739 	0.099217 	0.081244 	 0.009370 
0.221649 	0.138071 	0.095051 	0.081839 	 0.009562 
0.225742 	0.144347 	0.099058 	0.084667 	 0.010280 
0.184390 	0.136015 	0.094821 	0.077070 	 0.010091 
0.172196 	0.161524 	0.110925 	0.090284 	 0.010749 
0.220132 	0.155577 	0.105513 	0.093114 	 0.010379 
0.205317 	0.122375 	0.085241 	0.073590 	 0.008915 
0.262593 	0.136537 	0.093159 	0.080943 	 0.009860 
0.197871 	0.134622 	0.093439 	0.079115 	 0.009220 
0.175886 	0.149255 	0.104336 	0.077309 	 0.009224 
0.201578 	0.142112 	0.098285 	0.080617 	 0.009402 
0.172091 	0.163106 	0.111587 	0.091438 	 0.010099 
0.190229 	0.131422 	0.090843 	0.077799 	 0.009815 
0.254294 	0.140492 	0.095332 	0.088265 	 0.010175 
0.237153 	0.132075 	0.091148 	0.076260 	 0.008534 
0.184798 	0.126409 	0.088499 	0.068433 	 0.008505 
0.203970 	0.150139 	0.104576 	0.080984 	 0.009523 
0.204342 	0.133994 	0.091954 	0.077080 	 0.009402 
0.222974 	0.138399 	0.094428 	0.083502 	 0.009906 
0.225094 	0.135652 	0.092783 	0.080947 	 0.009402 
0.224381 	0.129556 	0.089083 	0.079495 	 0.009382 
0.172283 	0.142511 	0.098310 	0.080793 	 0.008900 
0.176620 	0.150860 	0.104453 	0.083449 	 0.009985 
0.225295 	0.135608 	0.093344 	0.079965 	 0.009643 
0.225734 	0.135412 	0.093430 	0.077196 	 0.009406 
0.206813 	0.132586 	0.092395 	0.078376 	 0.009856 
0.217308 	0.145909 	0.099929 	0.086205 	 0.010205 
0.172731 	0.143480 	0.097924 	0.083484 	 0.009139 
0.159843 	0.158924 	0.108985 	0.092022 	 0.010683 
0.181164 	0.162330 	0.109878 	0.093750 	 0.010595 
0.178572 	0.151066 	0.103500 	0.085907 	 0.010204 
0.222892 	0.126676 	0.087599 	0.073433 	 0.009174 
0.148958 	0.162769 	0.111960 	0.089781 	 0.009923 
0.228486 	0.145079 	0.099935 	0.082644 	 0.010225 
0.140932 	0.165663 	0.114444 	0.091459 	 0.010851 
0.212477 	0.151236 	0.103178 	0.088566 	 0.010813 
0.181039 	0.137830 	0.096835 	0.072480 	 0.008953 
0.179402 	0.138016 	0.095429 	0.081830 	 0.010393 
0.187429 	0.128207 	0.090508 	0.070477 	 0.009668 
0.165958 	0.157787 	0.109002 	0.086879 	 0.009710 
0.202624 	0.155134 	0.107028 	0.087028 	 0.010570 
0.200259 	0.141591 	0.098145 	0.083642 	 0.010350 
0.165736 	0.150357 	0.103903 	0.084885 	 0.010470 
0.181614 	0.127588 	0.088079 	0.075235 	 0.009469 
0.176177 	0.163197 	0.113345 	0.087460 	 0.010965 
0.192710 	0.145391 	0.100059 	0.082214 	 0.009705 
0.165624 	0.153369 	0.105478 	0.086738 	 0.010745 
0.179973 	0.142788 	0.099318 	0.077184 	 0.010437 
0.221373 	0.156782 	0.106156 	0.094757 	 0.010849 
