di 	gli 	gal 	gos3 	 gos4 
0.287038 	0.015707 	0.011458 	0.011182 	 0.000981 
0.287610 	0.012898 	0.007356 	0.012977 	 0.000760 
0.238498 	0.042803 	0.032088 	0.023593 	 0.001457 
0.238608 	0.033626 	0.025118 	0.020834 	 0.000440 
0.266086 	0.035264 	0.025987 	0.024375 	 0.001073 
0.216961 	0.054153 	0.040101 	0.031643 	 0.001679 
0.258672 	0.043682 	0.030956 	0.029810 	 0.001218 
0.238102 	0.045947 	0.033282 	0.030679 	 0.001501 
0.246858 	0.050422 	0.035153 	0.037508 	 0.002482 
0.230764 	0.053562 	0.039652 	0.031782 	 0.001555 
0.252889 	0.052396 	0.037444 	0.032378 	 0.002286 
0.184021 	0.055674 	0.040596 	0.030697 	 0.001608 
0.219419 	0.058749 	0.043119 	0.035196 	 0.002048 
0.188016 	0.080699 	0.059542 	0.040373 	 0.003862 
0.195547 	0.066150 	0.048115 	0.036184 	 0.002657 
0.194143 	0.062871 	0.045263 	0.037637 	 0.001853 
0.195051 	0.063399 	0.046247 	0.034242 	 0.001891 
0.202435 	0.067455 	0.048765 	0.040377 	 0.002699 
0.196724 	0.072019 	0.051570 	0.041279 	 0.002742 
0.201192 	0.068219 	0.048882 	0.039703 	 0.002806 
0.173725 	0.098787 	0.068709 	0.057991 	 0.004613 
0.209769 	0.053542 	0.041520 	0.025196 	 0.001815 
0.182535 	0.073031 	0.053348 	0.041834 	 0.003102 
0.190152 	0.077715 	0.056987 	0.042339 	 0.003329 
0.224659 	0.058145 	0.041276 	0.041083 	 0.003155 
0.228858 	0.056085 	0.040052 	0.036698 	 0.002791 
0.228135 	0.060606 	0.043618 	0.042429 	 0.003219 
0.171789 	0.073072 	0.052949 	0.041042 	 0.003432 
0.211061 	0.071967 	0.051050 	0.041548 	 0.003225 
0.190460 	0.059284 	0.043987 	0.033303 	 0.002539 
0.166965 	0.082845 	0.059859 	0.042042 	 0.003128 
0.190053 	0.069512 	0.050191 	0.039819 	 0.003347 
0.183515 	0.071262 	0.052724 	0.038234 	 0.002719 
0.209673 	0.064591 	0.046957 	0.034946 	 0.002581 
0.186820 	0.066433 	0.048353 	0.033962 	 0.002922 
0.212866 	0.060636 	0.045276 	0.034546 	 0.002492 
0.209956 	0.049801 	0.037652 	0.028014 	 0.002251 
0.199984 	0.069246 	0.048628 	0.043790 	 0.002717 
0.189535 	0.066250 	0.047996 	0.038100 	 0.002859 
0.178102 	0.088933 	0.062585 	0.047784 	 0.003553 
0.199793 	0.075208 	0.053856 	0.043310 	 0.003146 
0.195093 	0.078522 	0.056560 	0.039489 	 0.002875 
0.161515 	0.082498 	0.058487 	0.047126 	 0.003053 
0.204743 	0.072954 	0.052995 	0.037338 	 0.003298 
0.196853 	0.067840 	0.049303 	0.037051 	 0.002494 
0.182991 	0.080343 	0.057307 	0.045177 	 0.003055 
0.186939 	0.075540 	0.053911 	0.043324 	 0.003563 
0.158939 	0.084225 	0.058773 	0.051446 	 0.003985 
0.198161 	0.053492 	0.040756 	0.025768 	 0.001722 
0.135758 	0.086606 	0.063730 	0.041211 	 0.002680 
0.170847 	0.076129 	0.054511 	0.043413 	 0.003333 
0.199151 	0.064574 	0.045580 	0.041127 	 0.002702 
0.196926 	0.071935 	0.050762 	0.043382 	 0.003166 
0.193232 	0.072392 	0.051723 	0.043245 	 0.003198 
0.179005 	0.063295 	0.047237 	0.033930 	 0.002387 
0.193351 	0.062822 	0.045487 	0.036585 	 0.002253 
0.183854 	0.076664 	0.054728 	0.042319 	 0.002630 
