di 	gli 	gal 	gos3 	 gos4 
0.282612 	0.019650 	0.014215 	0.014041 	 0.001215 
0.282234 	0.012019 	0.007114 	0.012584 	 0.000623 
0.233012 	0.044015 	0.033115 	0.023633 	 0.001457 
0.235542 	0.034273 	0.025713 	0.020749 	 0.000348 
0.263666 	0.034649 	0.025841 	0.024058 	 0.001044 
0.215829 	0.054474 	0.040240 	0.031734 	 0.001751 
0.249778 	0.047332 	0.033362 	0.031133 	 0.001335 
0.236236 	0.048954 	0.035099 	0.032120 	 0.001562 
0.243176 	0.051170 	0.035483 	0.038342 	 0.002467 
0.229514 	0.055638 	0.040629 	0.032831 	 0.001653 
0.251547 	0.051086 	0.036630 	0.031102 	 0.002234 
0.183819 	0.055307 	0.040320 	0.031073 	 0.001632 
0.217377 	0.059600 	0.043535 	0.035920 	 0.002171 
0.182784 	0.081795 	0.060149 	0.040945 	 0.003923 
0.195724 	0.065000 	0.047372 	0.035052 	 0.002564 
0.194825 	0.064760 	0.045984 	0.039912 	 0.001928 
0.196974 	0.060578 	0.044475 	0.032431 	 0.001725 
0.201734 	0.068806 	0.049721 	0.040732 	 0.002701 
0.200262 	0.069108 	0.049860 	0.040013 	 0.002614 
0.204567 	0.068662 	0.048690 	0.040542 	 0.002830 
0.175484 	0.094265 	0.065805 	0.056011 	 0.004413 
0.210802 	0.050426 	0.039439 	0.024095 	 0.001735 
0.188770 	0.070700 	0.051784 	0.040758 	 0.003059 
0.188063 	0.077440 	0.056796 	0.041861 	 0.003269 
0.223195 	0.059559 	0.041948 	0.042002 	 0.003332 
0.225374 	0.056232 	0.040579 	0.035713 	 0.002722 
0.226176 	0.060790 	0.043901 	0.042279 	 0.003214 
0.178257 	0.071668 	0.051965 	0.041213 	 0.003421 
0.210610 	0.071017 	0.050604 	0.040966 	 0.003149 
0.193457 	0.058897 	0.043517 	0.032696 	 0.002511 
0.169026 	0.082364 	0.059103 	0.041629 	 0.003137 
0.190220 	0.071460 	0.051359 	0.041483 	 0.003549 
0.186435 	0.069104 	0.051281 	0.036791 	 0.002600 
0.203658 	0.065572 	0.047652 	0.035585 	 0.002622 
0.183131 	0.067632 	0.049137 	0.034190 	 0.002963 
0.215594 	0.060092 	0.044673 	0.034713 	 0.002447 
0.205713 	0.050599 	0.038293 	0.028096 	 0.002193 
0.204042 	0.069466 	0.048532 	0.044251 	 0.002743 
0.188452 	0.067729 	0.048964 	0.039236 	 0.003045 
0.171088 	0.089158 	0.062801 	0.047720 	 0.003542 
0.203368 	0.074560 	0.053370 	0.043105 	 0.003075 
0.188832 	0.080146 	0.057740 	0.040014 	 0.002900 
0.164106 	0.082950 	0.058303 	0.047512 	 0.003029 
0.200766 	0.075859 	0.054816 	0.039571 	 0.003463 
0.194259 	0.068812 	0.049819 	0.037507 	 0.002524 
0.180562 	0.080316 	0.057392 	0.045118 	 0.003076 
0.180483 	0.077414 	0.055204 	0.043570 	 0.003569 
0.161929 	0.084069 	0.058489 	0.051553 	 0.003984 
0.190582 	0.054133 	0.041246 	0.025846 	 0.001666 
0.139784 	0.085414 	0.062677 	0.040963 	 0.002691 
0.171606 	0.074527 	0.053619 	0.042259 	 0.003262 
0.197983 	0.063152 	0.044324 	0.040822 	 0.002609 
0.190675 	0.075616 	0.053117 	0.044920 	 0.003290 
0.193303 	0.072803 	0.051986 	0.043762 	 0.003262 
0.181178 	0.062794 	0.046543 	0.034795 	 0.002418 
0.190080 	0.064662 	0.046654 	0.037329 	 0.002330 
0.184631 	0.075620 	0.053899 	0.041707 	 0.002574 
0.173206 	0.073486 	0.053629 	0.037489 	 0.002886 
0.159610 	0.083199 	0.060292 	0.040796 	 0.002396 
0.178687 	0.086085 	0.059777 	0.050698 	 0.003756 
0.180549 	0.078550 	0.055226 	0.045042 	 0.003280 
0.174438 	0.076189 	0.055153 	0.042443 	 0.003311 
0.152020 	0.080631 	0.057996 	0.041172 	 0.002862 
0.152314 	0.082502 	0.058576 	0.044515 	 0.003282 
0.146972 	0.076150 	0.055873 	0.036520 	 0.002855 
0.170929 	0.078138 	0.055416 	0.043464 	 0.004223 
0.168307 	0.076666 	0.056030 	0.039189 	 0.003104 
0.170186 	0.080525 	0.057126 	0.043969 	 0.003713 
0.174171 	0.073934 	0.054358 	0.038271 	 0.003007 
0.172925 	0.067070 	0.049299 	0.036646 	 0.002616 
0.148839 	0.080860 	0.057604 	0.045353 	 0.003429 
0.181947 	0.062104 	0.045404 	0.035420 	 0.002340 
0.168779 	0.079834 	0.057113 	0.043979 	 0.003579 
0.187907 	0.075763 	0.054177 	0.042129 	 0.003469 
0.151301 	0.089275 	0.063793 	0.044321 	 0.003857 
0.179009 	0.071967 	0.051911 	0.040571 	 0.002660 
0.165886 	0.080116 	0.058162 	0.041069 	 0.003788 
0.173469 	0.071234 	0.052013 	0.037324 	 0.003035 
0.149232 	0.082418 	0.060338 	0.039765 	 0.003005 
0.149429 	0.079484 	0.059023 	0.036092 	 0.003128 
0.173211 	0.075685 	0.054256 	0.042848 	 0.003206 
0.161551 	0.071574 	0.051608 	0.039164 	 0.003032 
0.158774 	0.082762 	0.059695 	0.041917 	 0.003878 
0.157216 	0.073687 	0.053522 	0.036774 	 0.002677 
0.150530 	0.083798 	0.061218 	0.042040 	 0.002963 
0.150135 	0.068470 	0.051399 	0.031226 	 0.002169 
0.162440 	0.082278 	0.057968 	0.048785 	 0.003498 
0.150636 	0.097045 	0.068742 	0.051696 	 0.003699 
0.180805 	0.076271 	0.054593 	0.042568 	 0.003452 
0.167919 	0.075173 	0.054993 	0.038943 	 0.002209 
0.150286 	0.085993 	0.061998 	0.044712 	 0.003352 
0.137495 	0.084141 	0.061247 	0.040639 	 0.003387 
0.126740 	0.100604 	0.073092 	0.048989 	 0.004139 
0.171560 	0.091244 	0.064095 	0.050373 	 0.004202 
0.141066 	0.086714 	0.063211 	0.043211 	 0.003988 
0.128316 	0.105645 	0.075698 	0.050997 	 0.004335 
0.142566 	0.094518 	0.066960 	0.049480 	 0.004482 
0.164367 	0.074421 	0.055300 	0.036544 	 0.003189 
0.172564 	0.074052 	0.053819 	0.037820 	 0.003195 
0.160457 	0.071785 	0.053135 	0.035415 	 0.002713 
0.152416 	0.078735 	0.058967 	0.033275 	 0.003286 
0.151241 	0.092001 	0.065300 	0.048877 	 0.003559 
0.142500 	0.102795 	0.071433 	0.056869 	 0.004602 
0.162563 	0.084277 	0.061086 	0.041204 	 0.003180 
0.151700 	0.071418 	0.053152 	0.033893 	 0.002901 
0.156623 	0.096489 	0.068258 	0.052320 	 0.004541 
0.168062 	0.091494 	0.064769 	0.048585 	 0.004051 
0.165165 	0.076795 	0.054814 	0.044556 	 0.003815 
0.105328 	0.099855 	0.071354 	0.049732 	 0.003764 
0.146368 	0.085387 	0.062111 	0.041294 	 0.003784 
0.142917 	0.114865 	0.080039 	0.059240 	 0.004741 
0.127186 	0.099641 	0.070936 	0.049429 	 0.004231 
0.120205 	0.091020 	0.067655 	0.038919 	 0.003826 
0.118303 	0.107482 	0.076399 	0.051751 	 0.003851 
0.107518 	0.113165 	0.080410 	0.054615 	 0.004773 
0.106109 	0.107648 	0.077194 	0.051775 	 0.004669 
0.115953 	0.101887 	0.072272 	0.053747 	 0.004358 
0.133808 	0.100061 	0.072062 	0.050205 	 0.003978 
0.170756 	0.083188 	0.060355 	0.041183 	 0.003556 
0.115706 	0.100807 	0.072853 	0.048217 	 0.003441 
0.114464 	0.109958 	0.078259 	0.055084 	 0.004435 
0.127339 	0.093200 	0.067978 	0.042440 	 0.004215 
0.148349 	0.076380 	0.057560 	0.031886 	 0.002658 
0.111447 	0.088509 	0.065663 	0.038389 	 0.003019 
0.154600 	0.092633 	0.066651 	0.046132 	 0.003677 
0.126134 	0.096206 	0.070261 	0.042832 	 0.003426 
0.121249 	0.089334 	0.064530 	0.042101 	 0.003135 
0.136492 	0.097934 	0.070552 	0.048660 	 0.004281 
0.133008 	0.089947 	0.065829 	0.038765 	 0.003367 
0.120358 	0.089596 	0.067004 	0.036295 	 0.003113 
0.134215 	0.080131 	0.059346 	0.034725 	 0.002371 
0.124671 	0.089186 	0.066195 	0.035970 	 0.003055 
0.117703 	0.095879 	0.070412 	0.042544 	 0.003901 
0.115623 	0.092329 	0.068654 	0.038345 	 0.002874 
0.134406 	0.087931 	0.064053 	0.042539 	 0.004065 
0.130954 	0.082255 	0.060988 	0.035079 	 0.003515 
0.111933 	0.099553 	0.072608 	0.044897 	 0.004322 
0.125566 	0.101270 	0.071926 	0.050594 	 0.004365 
0.110375 	0.097041 	0.071131 	0.042435 	 0.003726 
0.114245 	0.107637 	0.076423 	0.052705 	 0.004657 
0.128371 	0.097977 	0.070197 	0.045468 	 0.003689 
0.155018 	0.085381 	0.062397 	0.039121 	 0.003228 
0.093391 	0.104919 	0.077166 	0.040895 	 0.003465 
0.089099 	0.115930 	0.084271 	0.048999 	 0.004325 
0.138875 	0.082452 	0.060172 	0.040361 	 0.003306 
0.108627 	0.098185 	0.071636 	0.044145 	 0.003553 
0.105699 	0.083348 	0.062578 	0.030482 	 0.002164 
0.092621 	0.097241 	0.072132 	0.036455 	 0.003332 
0.098034 	0.108555 	0.078371 	0.048572 	 0.004479 
0.098543 	0.113952 	0.082076 	0.052299 	 0.004520 
0.097246 	0.097393 	0.071554 	0.040601 	 0.002634 
0.091831 	0.108303 	0.079160 	0.045756 	 0.003391 
0.130399 	0.089471 	0.065090 	0.042131 	 0.003668 
0.131441 	0.110166 	0.077796 	0.056071 	 0.005038 
0.163826 	0.079795 	0.057956 	0.040637 	 0.003843 
0.154946 	0.090769 	0.065934 	0.041920 	 0.003613 
