di 	gli 	gal 	gos3 	 gos4 
0.285067 	0.020476 	0.014560 	0.013996 	 0.001179 
0.284850 	0.012550 	0.007230 	0.012470 	 0.000611 
0.232549 	0.044768 	0.033562 	0.023922 	 0.001517 
0.237764 	0.033453 	0.024992 	0.020226 	 0.000356 
0.263802 	0.034996 	0.025943 	0.024384 	 0.001079 
0.217375 	0.053457 	0.039786 	0.031015 	 0.001715 
0.253001 	0.044837 	0.031644 	0.029717 	 0.001244 
0.237918 	0.048149 	0.034773 	0.031715 	 0.001541 
0.243235 	0.051339 	0.035659 	0.038476 	 0.002498 
0.230354 	0.054725 	0.040020 	0.032659 	 0.001639 
0.251990 	0.050088 	0.035788 	0.030778 	 0.002199 
0.185311 	0.054910 	0.040207 	0.030560 	 0.001618 
0.216346 	0.059326 	0.043547 	0.035837 	 0.002167 
0.184761 	0.081110 	0.059825 	0.040916 	 0.003907 
0.195117 	0.065715 	0.047789 	0.035595 	 0.002633 
0.196311 	0.062971 	0.045253 	0.038544 	 0.001871 
0.197384 	0.061696 	0.045229 	0.033258 	 0.001800 
0.203032 	0.068436 	0.049426 	0.040818 	 0.002679 
0.198011 	0.071091 	0.051031 	0.040819 	 0.002680 
0.202568 	0.068945 	0.049103 	0.040524 	 0.002810 
0.176399 	0.095484 	0.066502 	0.056744 	 0.004503 
0.210863 	0.050902 	0.039913 	0.024268 	 0.001734 
0.186185 	0.072323 	0.053105 	0.041377 	 0.003119 
0.189304 	0.077503 	0.056774 	0.042407 	 0.003298 
0.223568 	0.059323 	0.041967 	0.041409 	 0.003297 
0.223980 	0.056877 	0.040915 	0.036002 	 0.002771 
0.228559 	0.060166 	0.043178 	0.042139 	 0.003203 
0.175123 	0.071918 	0.052168 	0.040601 	 0.003387 
0.209625 	0.071975 	0.051275 	0.040933 	 0.003157 
0.194166 	0.058170 	0.043092 	0.032409 	 0.002501 
0.168148 	0.081978 	0.059192 	0.041498 	 0.003127 
0.191568 	0.070654 	0.050666 	0.041107 	 0.003514 
0.184115 	0.070869 	0.052699 	0.037696 	 0.002700 
0.207737 	0.064476 	0.047098 	0.034909 	 0.002565 
0.184194 	0.067416 	0.048859 	0.034540 	 0.002985 
0.216025 	0.059098 	0.043982 	0.033923 	 0.002428 
0.206983 	0.050317 	0.037796 	0.028045 	 0.002189 
0.203163 	0.068989 	0.048336 	0.043984 	 0.002737 
0.188923 	0.067631 	0.048813 	0.039281 	 0.003027 
0.173388 	0.088535 	0.062387 	0.047397 	 0.003494 
0.203270 	0.074304 	0.053338 	0.043012 	 0.003085 
0.189603 	0.079898 	0.057654 	0.039999 	 0.002895 
0.159648 	0.083700 	0.059260 	0.047698 	 0.003012 
0.201998 	0.074726 	0.054063 	0.038847 	 0.003397 
0.193072 	0.069385 	0.050232 	0.037884 	 0.002548 
0.181388 	0.081170 	0.057712 	0.045443 	 0.003125 
0.182632 	0.076875 	0.054861 	0.043189 	 0.003563 
0.160570 	0.084240 	0.058594 	0.051478 	 0.003992 
0.196210 	0.053097 	0.040492 	0.025558 	 0.001666 
0.139499 	0.085686 	0.062952 	0.040856 	 0.002721 
0.172356 	0.075605 	0.054103 	0.043160 	 0.003307 
0.198944 	0.063717 	0.044937 	0.041015 	 0.002654 
0.191640 	0.075479 	0.052913 	0.044937 	 0.003293 
0.192035 	0.072717 	0.051912 	0.043234 	 0.003211 
0.180521 	0.063388 	0.047072 	0.034931 	 0.002446 
0.193007 	0.062899 	0.045375 	0.036786 	 0.002277 
0.184003 	0.075301 	0.053816 	0.041775 	 0.002593 
0.173269 	0.073608 	0.053793 	0.037567 	 0.002903 
0.158450 	0.083541 	0.060740 	0.040761 	 0.002434 
0.180624 	0.086305 	0.059906 	0.050799 	 0.003754 
0.178575 	0.077800 	0.055063 	0.044675 	 0.003207 
0.176516 	0.075667 	0.054913 	0.042046 	 0.003319 
0.151244 	0.080493 	0.057877 	0.041141 	 0.002849 
0.148493 	0.082782 	0.058873 	0.044739 	 0.003268 
0.147067 	0.077276 	0.056323 	0.037851 	 0.002930 
0.172700 	0.076057 	0.054231 	0.042151 	 0.004162 
0.167806 	0.076525 	0.056096 	0.039024 	 0.003120 
0.173667 	0.080078 	0.056677 	0.044112 	 0.003700 
0.174217 	0.074055 	0.054534 	0.038429 	 0.003005 
0.172806 	0.067391 	0.049386 	0.036353 	 0.002588 
0.148457 	0.081657 	0.058070 	0.045538 	 0.003449 
0.179757 	0.061421 	0.045254 	0.034934 	 0.002277 
0.168641 	0.078620 	0.056601 	0.043306 	 0.003521 
0.188703 	0.075555 	0.053994 	0.041938 	 0.003428 
0.151628 	0.088699 	0.063373 	0.043575 	 0.003837 
0.181486 	0.070685 	0.050966 	0.039888 	 0.002587 
0.166533 	0.079837 	0.057920 	0.040943 	 0.003772 
0.172763 	0.070150 	0.051361 	0.036648 	 0.002995 
0.149960 	0.080861 	0.059512 	0.039189 	 0.002959 
0.149120 	0.080098 	0.059421 	0.036501 	 0.003152 
0.174147 	0.075142 	0.054029 	0.042295 	 0.003186 
0.161210 	0.071139 	0.051414 	0.039205 	 0.003011 
0.156702 	0.083920 	0.060497 	0.042460 	 0.003925 
0.157647 	0.073671 	0.053678 	0.037519 	 0.002727 
0.152149 	0.083646 	0.061216 	0.041854 	 0.002970 
0.151518 	0.069053 	0.051661 	0.031429 	 0.002239 
0.164715 	0.082792 	0.058197 	0.049299 	 0.003542 
0.150296 	0.095831 	0.067842 	0.051274 	 0.003631 
0.182053 	0.075869 	0.054010 	0.042546 	 0.003437 
0.167626 	0.074884 	0.054845 	0.038642 	 0.002227 
0.151215 	0.085954 	0.062086 	0.044484 	 0.003358 
0.135950 	0.083472 	0.060960 	0.040035 	 0.003349 
0.127890 	0.101183 	0.073290 	0.049469 	 0.004196 
0.172770 	0.089485 	0.063360 	0.049633 	 0.004173 
0.141018 	0.086397 	0.063010 	0.043232 	 0.003993 
0.127691 	0.105946 	0.075854 	0.051152 	 0.004309 
0.143343 	0.094274 	0.066728 	0.049397 	 0.004463 
0.166104 	0.073233 	0.054449 	0.035916 	 0.003165 
0.172236 	0.072877 	0.053038 	0.037049 	 0.003148 
0.160290 	0.072379 	0.053173 	0.035683 	 0.002762 
0.153973 	0.077111 	0.057975 	0.032440 	 0.003207 
0.151273 	0.092507 	0.065566 	0.049339 	 0.003567 
0.141554 	0.102868 	0.071747 	0.056963 	 0.004625 
0.163189 	0.084788 	0.061560 	0.041618 	 0.003205 
0.151255 	0.071035 	0.052992 	0.033618 	 0.002903 
0.157540 	0.095641 	0.067780 	0.051707 	 0.004502 
0.167459 	0.091667 	0.064959 	0.048583 	 0.004025 
0.167292 	0.076995 	0.054747 	0.044988 	 0.003821 
0.104205 	0.099528 	0.071266 	0.049324 	 0.003728 
0.147554 	0.085142 	0.061969 	0.041140 	 0.003777 
0.141537 	0.115358 	0.080344 	0.059075 	 0.004751 
0.127734 	0.099807 	0.071181 	0.049781 	 0.004253 
0.120356 	0.092202 	0.068428 	0.039639 	 0.003931 
0.118616 	0.108096 	0.076586 	0.051992 	 0.003925 
0.109423 	0.111711 	0.079426 	0.053467 	 0.004710 
0.108722 	0.107323 	0.077155 	0.051525 	 0.004700 
0.122211 	0.100497 	0.071237 	0.053768 	 0.004394 
0.133372 	0.100457 	0.072575 	0.050252 	 0.003977 
0.170435 	0.082947 	0.060207 	0.041408 	 0.003567 
0.117540 	0.099944 	0.072361 	0.047809 	 0.003438 
0.115529 	0.110679 	0.078581 	0.055474 	 0.004416 
0.131748 	0.092697 	0.067098 	0.042316 	 0.004171 
0.148465 	0.076103 	0.057729 	0.031484 	 0.002666 
0.111928 	0.089113 	0.065980 	0.038893 	 0.003073 
