di 	gli 	gal 	gos3 	 gos4 
0.283756 	0.018507 	0.013297 	0.013252 	 0.001119 
0.282326 	0.012962 	0.007638 	0.012929 	 0.000637 
0.232739 	0.044125 	0.033088 	0.023751 	 0.001459 
0.235654 	0.034341 	0.025807 	0.020826 	 0.000362 
0.261964 	0.034518 	0.025742 	0.023635 	 0.001011 
0.214680 	0.055307 	0.040967 	0.032197 	 0.001754 
0.251231 	0.047098 	0.033203 	0.031151 	 0.001366 
0.235773 	0.049165 	0.035267 	0.032107 	 0.001604 
0.243413 	0.050803 	0.035471 	0.038151 	 0.002483 
0.228116 	0.055079 	0.040420 	0.032374 	 0.001617 
0.251465 	0.049740 	0.035723 	0.030674 	 0.002130 
0.184707 	0.054733 	0.039974 	0.031108 	 0.001672 
0.218674 	0.060109 	0.043638 	0.036228 	 0.002226 
0.182665 	0.082921 	0.061077 	0.041162 	 0.003951 
0.194094 	0.065237 	0.047602 	0.035219 	 0.002564 
0.194688 	0.065968 	0.047040 	0.040659 	 0.002015 
0.197917 	0.060235 	0.044211 	0.032621 	 0.001734 
0.202383 	0.068312 	0.049466 	0.040689 	 0.002663 
0.201126 	0.067877 	0.048958 	0.039110 	 0.002545 
0.203357 	0.068539 	0.048850 	0.040811 	 0.002836 
0.174390 	0.093958 	0.065551 	0.055526 	 0.004393 
0.209478 	0.050687 	0.039660 	0.023999 	 0.001703 
0.190420 	0.070679 	0.051975 	0.040922 	 0.003114 
0.189042 	0.077098 	0.056508 	0.041687 	 0.003244 
0.225316 	0.058042 	0.041038 	0.041265 	 0.003317 
0.226894 	0.055019 	0.039702 	0.035043 	 0.002666 
0.227577 	0.060535 	0.043605 	0.042329 	 0.003220 
0.178563 	0.071746 	0.051916 	0.041528 	 0.003450 
0.210351 	0.070289 	0.050117 	0.040311 	 0.003078 
0.193882 	0.058929 	0.043505 	0.032871 	 0.002540 
0.169442 	0.082179 	0.059433 	0.041015 	 0.003087 
0.189375 	0.071237 	0.051220 	0.041212 	 0.003527 
0.186162 	0.068492 	0.050997 	0.036512 	 0.002536 
0.201832 	0.066999 	0.048730 	0.036056 	 0.002670 
0.180924 	0.068154 	0.049468 	0.034356 	 0.002981 
0.215498 	0.060742 	0.045003 	0.035119 	 0.002445 
0.206242 	0.050911 	0.038279 	0.028732 	 0.002227 
0.206042 	0.069001 	0.048296 	0.044190 	 0.002741 
0.190614 	0.067298 	0.048647 	0.039317 	 0.003071 
0.170425 	0.089627 	0.063034 	0.047777 	 0.003551 
0.204924 	0.074913 	0.053637 	0.043751 	 0.003103 
0.189305 	0.080004 	0.057636 	0.040021 	 0.002889 
0.164402 	0.081948 	0.057973 	0.047301 	 0.003036 
0.199962 	0.075802 	0.054940 	0.039363 	 0.003456 
0.191729 	0.069765 	0.050485 	0.037669 	 0.002529 
0.179490 	0.081029 	0.057779 	0.045496 	 0.003094 
0.178451 	0.078381 	0.055786 	0.044155 	 0.003584 
0.161963 	0.084886 	0.058902 	0.052340 	 0.004037 
0.187879 	0.055106 	0.041871 	0.026150 	 0.001667 
0.139318 	0.085494 	0.062837 	0.040965 	 0.002723 
0.172793 	0.074681 	0.053547 	0.042592 	 0.003302 
0.197547 	0.063630 	0.044712 	0.040887 	 0.002626 
0.188914 	0.075337 	0.052844 	0.044693 	 0.003261 
0.193981 	0.071966 	0.051385 	0.043316 	 0.003227 
0.182068 	0.062543 	0.046357 	0.034678 	 0.002422 
0.191020 	0.064137 	0.046313 	0.036843 	 0.002297 
0.183081 	0.075372 	0.053783 	0.041538 	 0.002532 
0.173809 	0.072803 	0.052843 	0.037309 	 0.002859 
0.160043 	0.082654 	0.060042 	0.040455 	 0.002361 
0.178002 	0.086400 	0.059999 	0.051049 	 0.003760 
0.181270 	0.077218 	0.054531 	0.044485 	 0.003218 
0.174372 	0.076245 	0.055109 	0.042290 	 0.003303 
0.152535 	0.081178 	0.058219 	0.041876 	 0.002878 
0.151908 	0.082138 	0.058356 	0.044402 	 0.003309 
0.148627 	0.076583 	0.055981 	0.036859 	 0.002879 
0.171519 	0.077676 	0.055394 	0.043570 	 0.004236 
0.167187 	0.076659 	0.056021 	0.038931 	 0.003064 
0.172764 	0.080202 	0.056826 	0.043843 	 0.003699 
0.176016 	0.074158 	0.054370 	0.038723 	 0.003055 
0.172933 	0.067057 	0.049364 	0.036402 	 0.002619 
0.149738 	0.080329 	0.057202 	0.045337 	 0.003446 
0.182324 	0.061703 	0.045493 	0.035144 	 0.002353 
0.167668 	0.079982 	0.057204 	0.043873 	 0.003595 
0.188176 	0.076048 	0.054216 	0.042271 	 0.003496 
0.150734 	0.089294 	0.063880 	0.044295 	 0.003821 
0.179473 	0.071501 	0.051507 	0.040356 	 0.002664 
0.166677 	0.080055 	0.058090 	0.041162 	 0.003801 
0.172933 	0.071495 	0.052063 	0.037203 	 0.003025 
0.148869 	0.083015 	0.060934 	0.040075 	 0.003040 
0.150105 	0.079498 	0.059009 	0.035940 	 0.003109 
0.172729 	0.075813 	0.054249 	0.043021 	 0.003193 
0.162242 	0.071080 	0.051311 	0.039031 	 0.003013 
0.158903 	0.083378 	0.060129 	0.042409 	 0.003919 
0.155585 	0.073112 	0.053381 	0.036819 	 0.002668 
0.150920 	0.084119 	0.061424 	0.042098 	 0.002977 
0.147909 	0.068453 	0.051553 	0.031177 	 0.002162 
0.162066 	0.082135 	0.057933 	0.048558 	 0.003504 
0.151255 	0.097001 	0.068615 	0.051946 	 0.003697 
0.181921 	0.076010 	0.054312 	0.042838 	 0.003470 
0.167539 	0.075700 	0.055363 	0.039370 	 0.002217 
0.151066 	0.086258 	0.062186 	0.045123 	 0.003399 
0.137516 	0.084031 	0.061250 	0.040201 	 0.003376 
0.128917 	0.100262 	0.072658 	0.049102 	 0.004151 
0.169918 	0.091238 	0.064428 	0.050137 	 0.004205 
0.142884 	0.086370 	0.063072 	0.042875 	 0.003972 
0.129605 	0.106251 	0.075971 	0.051225 	 0.004328 
0.140843 	0.095205 	0.067352 	0.049584 	 0.004523 
0.164266 	0.074377 	0.055426 	0.036494 	 0.003185 
