di 	gli 	gal 	gos3 	 gos4 
0.287452 	0.016213 	0.011522 	0.012373 	 0.001050 
0.284331 	0.010613 	0.005885 	0.012101 	 0.000584 
0.235539 	0.042743 	0.032252 	0.023443 	 0.001468 
0.238130 	0.033826 	0.025234 	0.020697 	 0.000386 
0.263727 	0.035365 	0.026302 	0.024349 	 0.001047 
0.218674 	0.052945 	0.039485 	0.030646 	 0.001702 
0.257700 	0.044198 	0.031324 	0.029012 	 0.001185 
0.238329 	0.046091 	0.033371 	0.031054 	 0.001500 
0.243858 	0.050559 	0.035030 	0.038376 	 0.002474 
0.230393 	0.054605 	0.040096 	0.032260 	 0.001607 
0.252857 	0.051015 	0.036602 	0.031464 	 0.002213 
0.183513 	0.056171 	0.040885 	0.031546 	 0.001672 
0.217004 	0.058638 	0.042821 	0.034957 	 0.002100 
0.185211 	0.080140 	0.059190 	0.040413 	 0.003852 
0.194932 	0.066548 	0.048469 	0.035783 	 0.002678 
0.194392 	0.062417 	0.045025 	0.037918 	 0.001858 
0.196667 	0.062812 	0.045884 	0.034480 	 0.001873 
0.204158 	0.067843 	0.049022 	0.040446 	 0.002671 
0.197407 	0.070630 	0.050674 	0.041102 	 0.002697 
0.200047 	0.068541 	0.049002 	0.040143 	 0.002810 
0.172051 	0.097545 	0.067749 	0.057826 	 0.004585 
0.211778 	0.050663 	0.039734 	0.024029 	 0.001716 
0.184044 	0.072849 	0.053243 	0.041625 	 0.003138 
0.191006 	0.076544 	0.055757 	0.042096 	 0.003323 
0.224490 	0.058601 	0.041488 	0.041068 	 0.003191 
0.224142 	0.057489 	0.040957 	0.036524 	 0.002803 
0.227288 	0.060477 	0.043378 	0.042415 	 0.003213 
0.173805 	0.071916 	0.051935 	0.040664 	 0.003420 
0.211034 	0.071145 	0.050627 	0.040685 	 0.003154 
0.188890 	0.059932 	0.044407 	0.033502 	 0.002575 
0.166052 	0.082014 	0.059136 	0.041673 	 0.003094 
0.190951 	0.069805 	0.050177 	0.040345 	 0.003390 
0.183868 	0.071189 	0.052784 	0.038380 	 0.002760 
0.206541 	0.063554 	0.046809 	0.034225 	 0.002531 
0.187715 	0.066735 	0.048224 	0.034606 	 0.002997 
0.213082 	0.059660 	0.044514 	0.033934 	 0.002438 
0.207269 	0.049880 	0.037635 	0.027770 	 0.002200 
0.203305 	0.068278 	0.047915 	0.043143 	 0.002706 
0.190608 	0.066776 	0.048363 	0.038333 	 0.002927 
0.175229 	0.089219 	0.062693 	0.047999 	 0.003567 
0.199194 	0.075178 	0.054123 	0.042736 	 0.003117 
0.193386 	0.078739 	0.056971 	0.039663 	 0.002853 
0.161230 	0.082389 	0.058259 	0.047411 	 0.003029 
0.203015 	0.073236 	0.053233 	0.037703 	 0.003329 
0.197104 	0.068089 	0.049419 	0.037244 	 0.002508 
0.180882 	0.080757 	0.057604 	0.045140 	 0.003080 
0.185643 	0.076303 	0.054366 	0.043154 	 0.003607 
0.158273 	0.084251 	0.058618 	0.051621 	 0.003991 
0.197117 	0.052995 	0.040396 	0.025170 	 0.001683 
0.138057 	0.085329 	0.062871 	0.040855 	 0.002676 
0.169103 	0.076475 	0.054560 	0.043553 	 0.003306 
0.197450 	0.063684 	0.045033 	0.040895 	 0.002667 
0.192891 	0.074359 	0.052343 	0.044280 	 0.003268 
0.191204 	0.073004 	0.051932 	0.043335 	 0.003180 
0.180721 	0.061999 	0.046125 	0.034022 	 0.002392 
0.193975 	0.062392 	0.045063 	0.036475 	 0.002284 
0.184627 	0.075839 	0.054137 	0.041928 	 0.002618 
0.171826 	0.075498 	0.054960 	0.038547 	 0.002933 
0.158051 	0.083837 	0.061029 	0.040554 	 0.002439 
0.182058 	0.086021 	0.059436 	0.051189 	 0.003729 
0.180555 	0.077413 	0.054570 	0.043717 	 0.003207 
0.175270 	0.076418 	0.055478 	0.042236 	 0.003315 
0.153311 	0.079324 	0.056980 	0.040851 	 0.002841 
0.148916 	0.081963 	0.058106 	0.044581 	 0.003278 
0.145273 	0.077986 	0.056953 	0.037636 	 0.002932 
0.172314 	0.077488 	0.055334 	0.042726 	 0.004226 
0.165361 	0.076719 	0.056304 	0.039452 	 0.003162 
0.172969 	0.080656 	0.057000 	0.044648 	 0.003754 
0.172823 	0.073687 	0.054479 	0.038341 	 0.003006 
0.172434 	0.067430 	0.049415 	0.036873 	 0.002647 
0.148013 	0.080296 	0.057163 	0.044796 	 0.003375 
0.180346 	0.061444 	0.045375 	0.034871 	 0.002318 
0.167458 	0.079852 	0.057525 	0.043769 	 0.003553 
0.186972 	0.075484 	0.053960 	0.041660 	 0.003415 
0.152028 	0.089300 	0.063987 	0.043742 	 0.003879 
0.181576 	0.070761 	0.051034 	0.039976 	 0.002586 
0.166877 	0.079140 	0.057635 	0.040101 	 0.003704 
0.171843 	0.072139 	0.052680 	0.037415 	 0.003098 
0.149176 	0.080772 	0.059472 	0.039275 	 0.002958 
0.148796 	0.079584 	0.059133 	0.035543 	 0.003064 
0.173866 	0.074549 	0.053408 	0.042047 	 0.003189 
0.161500 	0.072255 	0.052200 	0.039887 	 0.003078 
0.155710 	0.083905 	0.060726 	0.042216 	 0.003942 
0.158490 	0.074113 	0.053852 	0.037573 	 0.002771 
0.151445 	0.084104 	0.061507 	0.042607 	 0.002998 
0.150006 	0.069620 	0.052108 	0.031770 	 0.002240 
0.165303 	0.082842 	0.058215 	0.049912 	 0.003578 
0.153870 	0.094396 	0.066891 	0.050060 	 0.003573 
0.182148 	0.076113 	0.054577 	0.042317 	 0.003463 
0.168830 	0.076826 	0.056136 	0.040313 	 0.002381 
0.153074 	0.085545 	0.061838 	0.044448 	 0.003360 
0.137497 	0.083192 	0.060763 	0.039812 	 0.003336 
0.126938 	0.101617 	0.073710 	0.049989 	 0.004215 
0.171199 	0.090732 	0.064168 	0.050340 	 0.004199 
0.137457 	0.087951 	0.064137 	0.043583 	 0.003980 
0.130777 	0.105947 	0.075565 	0.051334 	 0.004374 
0.145559 	0.093759 	0.066438 	0.048973 	 0.004458 
0.167334 	0.071261 	0.053328 	0.034629 	 0.003088 
0.173102 	0.073094 	0.053181 	0.037182 	 0.003165 
0.160563 	0.073967 	0.054200 	0.036551 	 0.002842 
0.154185 	0.077420 	0.058447 	0.032434 	 0.003197 
0.154065 	0.091912 	0.065056 	0.049390 	 0.003556 
0.142771 	0.102553 	0.071546 	0.056905 	 0.004669 
0.164190 	0.083956 	0.060994 	0.041288 	 0.003201 
0.154591 	0.070570 	0.052472 	0.034059 	 0.002937 
0.160512 	0.096055 	0.067738 	0.051542 	 0.004482 
0.167521 	0.091062 	0.064447 	0.048029 	 0.003949 
0.166280 	0.077189 	0.055019 	0.044800 	 0.003823 
0.102883 	0.100955 	0.072111 	0.050139 	 0.003784 
0.147278 	0.086320 	0.062735 	0.041834 	 0.003861 
0.138989 	0.117254 	0.081472 	0.059810 	 0.004775 
0.127929 	0.098999 	0.070634 	0.049191 	 0.004210 
0.118162 	0.092535 	0.068877 	0.039761 	 0.003954 
0.117157 	0.108205 	0.076651 	0.052255 	 0.003905 
0.111048 	0.111543 	0.079359 	0.053927 	 0.004731 
0.109187 	0.107141 	0.077189 	0.051638 	 0.004689 
0.122881 	0.099859 	0.070721 	0.053004 	 0.004357 
0.132012 	0.100902 	0.072656 	0.050120 	 0.003974 
0.169076 	0.084167 	0.061075 	0.041708 	 0.003609 
0.118756 	0.099911 	0.072337 	0.047700 	 0.003424 
0.113714 	0.109426 	0.077861 	0.054523 	 0.004353 
0.130155 	0.093385 	0.067495 	0.042491 	 0.004168 
0.146932 	0.076678 	0.058167 	0.031748 	 0.002695 
0.110211 	0.089815 	0.066707 	0.038915 	 0.003100 
0.148408 	0.094117 	0.067796 	0.046921 	 0.003734 
0.129647 	0.095213 	0.069807 	0.042476 	 0.003441 
0.120467 	0.089086 	0.064198 	0.041934 	 0.003050 
0.132185 	0.101241 	0.072780 	0.049950 	 0.004343 
0.135575 	0.088357 	0.064864 	0.037942 	 0.003336 
0.119097 	0.090958 	0.067844 	0.037141 	 0.003179 
0.134593 	0.080416 	0.059505 	0.034684 	 0.002390 
0.127332 	0.087092 	0.065115 	0.034401 	 0.002962 
0.118889 	0.095119 	0.069784 	0.042356 	 0.003881 
0.116069 	0.091954 	0.068661 	0.037996 	 0.002841 
0.135697 	0.087265 	0.064290 	0.042335 	 0.004156 
0.127613 	0.083171 	0.061825 	0.036023 	 0.003525 
0.115187 	0.096474 	0.070605 	0.043773 	 0.004196 
0.124245 	0.102637 	0.072749 	0.051245 	 0.004383 
0.108276 	0.097195 	0.071374 	0.042301 	 0.003723 
0.116630 	0.107668 	0.076356 	0.052209 	 0.004644 
0.128343 	0.095666 	0.068906 	0.043736 	 0.003505 
0.154208 	0.083277 	0.060854 	0.037054 	 0.003053 
0.094889 	0.104938 	0.077008 	0.041018 	 0.003441 
0.092119 	0.115611 	0.084203 	0.048968 	 0.004308 
0.140208 	0.081833 	0.059830 	0.039834 	 0.003313 
0.110638 	0.097393 	0.071061 	0.043695 	 0.003503 
0.108294 	0.082257 	0.061767 	0.029948 	 0.002119 
0.092217 	0.097317 	0.072250 	0.037039 	 0.003331 
0.104048 	0.107883 	0.077726 	0.048937 	 0.004453 
0.100966 	0.116105 	0.083268 	0.054051 	 0.004709 
0.096203 	0.097383 	0.071777 	0.040235 	 0.002625 
0.092528 	0.109826 	0.079740 	0.046783 	 0.003483 
0.131583 	0.088707 	0.064742 	0.042169 	 0.003732 
0.128649 	0.111209 	0.078424 	0.056106 	 0.005053 
0.168262 	0.079030 	0.057364 	0.039831 	 0.003787 
0.151975 	0.092297 	0.067015 	0.042424 	 0.003662 
0.120652 	0.092993 	0.069332 	0.038943 	 0.003382 
0.125866 	0.088314 	0.065412 	0.035913 	 0.002997 
0.096262 	0.121272 	0.087449 	0.051751 	 0.004283 
0.110558 	0.110873 	0.079961 	0.049654 	 0.004532 
0.146434 	0.087132 	0.063135 	0.040954 	 0.003049 
0.100376 	0.104484 	0.076133 	0.044933 	 0.003848 
0.143767 	0.092486 	0.066449 	0.044399 	 0.003927 
0.136151 	0.094174 	0.068011 	0.044244 	 0.003841 
