0.10778	0.115879	0.0975682	0.0154045	0.00107683
0.103636	0.119941	0.101424	0.0154625	0.0011255
0.0997707	0.123765	0.105086	0.0154856	0.00116973
0.0961576	0.127369	0.108568	0.0154788	0.0012098
0.0927743	0.130771	0.111884	0.0154468	0.00124599
0.0895998	0.133988	0.115045	0.0153937	0.00127855
0.0866153	0.137035	0.118062	0.015323	0.00130771
0.083804	0.139925	0.120945	0.0152379	0.00133372
0.0811511	0.142671	0.123704	0.015141	0.00135677
0.0786438	0.145284	0.126345	0.0150342	0.00137706
0.0762705	0.147771	0.128878	0.0149194	0.00139483
0.0740212	0.150143	0.131307	0.0147978	0.0014103
0.0718878	0.152407	0.133639	0.0146704	0.00142363
0.0698626	0.154568	0.13588	0.0145381	0.00143501
0.0679384	0.156633	0.138034	0.0144019	0.00144457
0.0661083	0.158608	0.140105	0.0142624	0.00145248
0.064366	0.160499	0.1421	0.0141204	0.00145885
0.0627053	0.162311	0.144021	0.0139766	0.00146383
0.0611207	0.164048	0.145872	0.0138316	0.00146752
0.0596071	0.165716	0.147659	0.013686	0.00147004
0.0581596	0.167319	0.149383	0.0135401	0.00147148
0.0567739	0.168859	0.151049	0.0133945	0.00147193
0.0554461	0.170342	0.152659	0.0132494	0.00147146
0.0541726	0.17177	0.154216	0.0131052	0.00147015
0.0529503	0.173146	0.155723	0.012962	0.00146806
0.0517765	0.174472	0.157181	0.0128201	0.00146526
0.0506488	0.175751	0.158593	0.0126794	0.00146183
0.0495649	0.176986	0.159961	0.0125399	0.00145781
0.0485224	0.178178	0.161286	0.0124019	0.00145325
0.0475191	0.179329	0.162571	0.0122654	0.00144821
0.0465532	0.180441	0.163818	0.0121305	0.00144273
0.0456225	0.181516	0.165027	0.0119973	0.00143685
0.0447254	0.182556	0.166201	0.0118657	0.0014306
0.04386	0.183563	0.167341	0.0117359	0.00142403
0.0430248	0.184537	0.168448	0.0116079	0.00141717
0.0422182	0.185481	0.169524	0.0114818	0.00141004
0.0414389	0.186396	0.17057	0.0113575	0.00140268
0.0406856	0.187283	0.171588	0.0112351	0.00139511
0.039957	0.188143	0.172577	0.0111145	0.00138736
0.0392522	0.188978	0.17354	0.0109958	0.00137944
0.03857	0.189788	0.174477	0.010879	0.00137137
0.0379094	0.190574	0.175389	0.010764	0.00136318
0.0372696	0.191338	0.176278	0.0106508	0.00135488
0.0366495	0.19208	0.177144	0.0105395	0.00134648
0.0360485	0.192801	0.177987	0.01043	0.00133801
0.0354657	0.193502	0.178809	0.0103223	0.00132947
0.0349003	0.194184	0.17961	0.0102163	0.00132087
0.0343516	0.194847	0.180392	0.0101121	0.00131224
0.0338189	0.195492	0.181154	0.0100097	0.00130357
0.0333016	0.19612	0.181898	0.00990891	0.00129488
0.0327991	0.196731	0.182624	0.00980984	0.00128618
0.0323107	0.197327	0.183332	0.00971244	0.00127748
0.0318359	0.197907	0.184024	0.00961667	0.00126879
0.0313743	0.198472	0.184699	0.00952252	0.0012601
0.0309252	0.199023	0.185359	0.00942996	0.00125144
0.0304883	0.19956	0.186003	0.00933896	0.00124279
0.0300631	0.200083	0.186633	0.0092495	0.00123418
0.0296491	0.200594	0.187248	0.00916154	0.0012256
0.0292461	0.201092	0.18785	0.00907507	0.00121706
0.0288535	0.201578	0.188438	0.00899006	0.00120856
0.028471	0.202053	0.189013	0.00890648	0.00120011
0.0280983	0.202516	0.189575	0.00882431	0.00119171
0.027735	0.202968	0.190125	0.00874352	0.00118337
0.0273808	0.20341	0.190664	0.00866408	0.00117508
0.0270354	0.203841	0.19119	0.00858598	0.00116685
0.0266984	0.204262	0.191706	0.00850919	0.00115868
0.0263696	0.204674	0.192211	0.00843368	0.00115057
0.0260488	0.205077	0.192705	0.00835943	0.00114253
0.0257356	0.20547	0.193188	0.00828641	0.00113456
0.0254298	0.205855	0.193662	0.00821461	0.00112665
0.0251313	0.206231	0.194126	0.00814399	0.00111882
0.0248396	0.206599	0.194581	0.00807455	0.00111106
0.0245547	0.206959	0.195027	0.00800625	0.00110337
0.0242764	0.207311	0.195463	0.00793907	0.00109575
0.0240043	0.207656	0.195891	0.00787299	0.0010882
0.0237384	0.207993	0.19631	0.00780799	0.00108073
0.0234784	0.208324	0.196721	0.00774406	0.00107334
0.0232242	0.208647	0.197124	0.00768116	0.00106602
0.0229756	0.208964	0.19752	0.00761928	0.00105877
0.0227325	0.209274	0.197907	0.0075584	0.0010516
0.0224945	0.209577	0.198288	0.00749851	0.00104451
0.0222617	0.209875	0.198661	0.00743957	0.00103749
0.0220339	0.210166	0.199026	0.00738158	0.00103055
0.0218108	0.210452	0.199386	0.00732452	0.00102368
0.0215925	0.210732	0.199738	0.00726836	0.00101689
0.0213787	0.211006	0.200084	0.00721309	0.00101018
0.0211693	0.211275	0.200423	0.0071587	0.00100354
0.0209643	0.211539	0.200756	0.00710517	0.000996973
0.0207634	0.211798	0.201084	0.00705247	0.000990482
0.0205666	0.212051	0.201405	0.0070006	0.000984066
