Time	cb	gl	xy
1.140000000000000000e+02	1.305994585643384109e+00	1.216552801942613016e+01	6.257261046931748893e+00
1.170000000000000000e+02	1.310321767605546528e+00	1.241954521596651517e+01	6.387106812397288280e+00
1.200000000000000000e+02	1.316709831108936246e+00	1.241260691121039450e+01	6.402583777068600490e+00
1.230000000000000000e+02	1.324495490615180904e+00	1.250343912322145812e+01	6.430867729528972454e+00
1.260000000000000000e+02	1.334465663228538990e+00	1.250127849941367408e+01	6.407252962974721910e+00
1.290000000000000000e+02	1.351081435519670304e+00	1.253807285844079544e+01	6.424127958346786293e+00
1.320000000000000000e+02	1.348612818805641433e+00	1.257139118218305285e+01	6.435562495328681187e+00
1.350000000000000000e+02	1.356796724561701639e+00	1.287083357140054574e+01	6.578023586536120071e+00
1.380000000000000000e+02	1.359239420798970643e+00	1.273657542196918868e+01	6.503253958084277642e+00
1.410000000000000000e+02	1.355463885611324359e+00	1.259394065526896966e+01	6.419657832449639834e+00
1.440000000000000000e+02	1.356618108763309793e+00	1.256481094155551226e+01	6.416804041934551783e+00
1.470000000000000000e+02	1.364639921742952788e+00	1.260831129011542018e+01	6.442011367801872446e+00
1.500000000000000000e+02	1.365556386245704079e+00	1.255324290278464971e+01	6.428436979139892316e+00
1.530000000000000000e+02	1.360838135313775288e+00	1.261526995411830399e+01	6.467955092537564177e+00
1.560000000000000000e+02	1.349597883132907405e+00	1.251357914673928917e+01	6.400860643597479971e+00
1.590000000000000000e+02	1.352906763408341373e+00	1.253473815258820778e+01	6.415781704415523201e+00
1.620000000000000000e+02	1.348081273544219583e+00	1.246144102721010860e+01	6.373549616618721991e+00
1.650000000000000000e+02	1.344089747395246448e+00	1.248315814932479206e+01	6.376791942484817177e+00
