0.000000000000000000e+00	1.066000000000000059e+00	6.006000000000000227e+00	3.149999999999999911e+00
1.200000000000000000e+03	1.153999999999999915e+00	1.841400000000000148e+01	8.750000000000000000e+00
1.440000000000000000e+03	1.112000000000000099e+00	1.751000000000000156e+01	8.262000000000000455e+00
3.000000000000000000e+01	1.219999999999999973e+00	7.711000000000000298e+00	4.500000000000000000e+00
6.000000000000000000e+01	1.258000000000000007e+00	9.085000000000000853e+00	5.059000000000000163e+00
4.800000000000000000e+02	1.421000000000000041e+00	1.704599999999999937e+01	8.358000000000000540e+00
1.200000000000000000e+02	1.227999999999999980e+00	1.022700000000000031e+01	5.535999999999999588e+00
1.800000000000000000e+02	1.330000000000000071e+00	1.200600000000000023e+01	6.229000000000000092e+00
3.000000000000000000e+02	1.391999999999999904e+00	1.433999999999999986e+01	7.256000000000000227e+00
6.600000000000000000e+02	1.211000000000000076e+00	1.603000000000000114e+01	7.722999999999999865e+00
2.400000000000000000e+02	1.322000000000000064e+00	1.296899999999999942e+01	6.596000000000000085e+00
3.600000000000000000e+02	1.407999999999999918e+00	1.533500000000000085e+01	7.655000000000000249e+00
6.000000000000000000e+02	1.366000000000000103e+00	1.725100000000000122e+01	8.316000000000000725e+00
7.200000000000000000e+02	1.104000000000000092e+00	1.481400000000000006e+01	7.126999999999999780e+00
