1.200000000000000000e+02	1.584999999999999964e+00	9.095000000000000639e+00	5.157000000000000028e+00
4.800000000000000000e+02	1.518999999999999906e+00	1.090499999999999936e+01	5.937999999999999723e+00
1.800000000000000000e+02	1.651000000000000023e+00	9.839999999999999858e+00	5.517000000000000348e+00
3.000000000000000000e+01	1.586000000000000076e+00	7.735000000000000320e+00	4.477000000000000313e+00
3.600000000000000000e+02	1.508000000000000007e+00	1.043200000000000038e+01	5.766000000000000014e+00
2.400000000000000000e+02	1.596000000000000085e+00	9.989000000000000767e+00	5.604000000000000092e+00
6.000000000000000000e+01	1.540000000000000036e+00	8.353999999999999204e+00	4.756000000000000227e+00
6.000000000000000000e+02	1.530999999999999917e+00	1.116799999999999926e+01	6.046000000000000263e+00
6.600000000000000000e+02	1.508999999999999897e+00	1.144299999999999962e+01	6.176000000000000156e+00
5.400000000000000000e+02	1.502999999999999892e+00	1.106900000000000084e+01	6.001999999999999780e+00
